ID,Answer
1535,蠻族
1536,不願送死
1537,總督
1538,興王
1539,衛奕信
1540,量化
1541,2009年
1542,全國重點文物保護單位
1543,忽必烈
1544,茶峒鎮
1545,。
1546,惠金斯原理
1547,黑龍江
1548,波士頓理工
1549,兩年
1550,2010年
1551,為了便於管理漢地
1552,國際太空探測器
1553,許蘭亭
1554,烏里雅蘇臺將軍
1555,聖西門主義
1556,日治時期
1557,蔡[UNK]
1558,德國
1559,《刑部大理寺狀
1560,澳大利亞新南威爾斯州
1561,協
1562,沙勿略
1563,羅馬共和國時期
1564,稻穀
1565,韓國
1566,藍屋
1567,薩伊
1568,最後一次
1569,五個
1570,朱少文
1571,15世紀
1572,文藝喜劇片
1573,劉琮
1574,高血壓
1575,北燕
1576,《中華人民共和國全民所有制工業企業法》
1577,反環境保護主義
1578,城市物質形態
1579,環境保護主義或環保主義
1580,1045年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1970年代
1586,希臘語
1587,伍西班牙
1588,神經源性
1589,加拿大
1590,七個
1591,安定
1592,香港
1593,乾旱
1594,《內戰記》
1595,交通
1596,甲午戰爭
1597,政府採取反共措施
1598,1910年
1599,拉丁字母
1600,1935年
1601,四角號碼檢字法
1602,8.6%
1603,浙江海商
1604,阿根廷隊
1605,歐洲聯盟委員會
1606,增加西側的空曠程度
1607,德國
1608,蘇聯
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,青光眼
1615,狄托
1616,學權部
1617,2002年
1618,射擊斷續器
1619,5位
1620,相關發展例子
1621,1945年
1622,北宋
1623,米高梅
1624,1988年
1625,051型驅逐艦
1626,英國
1627,耶穌會
1628,1867年
1629,鐵鉉
1630,張伯倫
1631,義勇軍進行曲
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,賀知章
1635,官方
1636,漢人不斷侵佔平埔族土地
1637,原恆星雲
1638,貝加爾湖
1639,厄德
1640,羅馬共和國中後期
1641,當時儒教興盛
1642,危坐二堂，絕無懼色
1643,克里斯蒂安四世
1644,無限制潛艇戰
1645,網絡
1646,山茶
1647,1947年
1648,北德意志邦聯
1649,博尼法斯二世
1650,約翰·莫根
1651,耐腐蝕性
1652,1835年
1653,咖啡因
1654,革命外交
1655,1972年
1656,水軍
1657,汪精衛
1658,體育部
1659,單斜棱晶體
1660,直系
1661,水牛城勇士
1662,孫中山
1663,七月二十四日
1664,賽丁泉天文台
1665,殖民政策
1666,[UNK]染色體
1667,咖啡俱樂部
1668,16世紀
1669,大陸性氣候帶
1670,配子
1671,猶太人
1672,孟郊
1673,德克薩斯州石牆郡
1674,皖系軍閥
1675,楚州人
1676,1964年
1677,1967年
1678,奧古斯都
1679,哲布尊丹巴
1680,丁[UNK]
1681,在布政司和部門之間加入
1682,1861年2月9日
1683,3月19日
1684,漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,[PAD]
1688,大中祥符
1689,參議院
1690,財源
1691,盧安達法郎
1692,皖浙贛獨立團
1693,德川家康
1694,美國在1873年爆發的經濟蕭條
1695,世族
1696,1853年
1697,新加坡
1698,民國34年
1699,1270年
1700,飛控系統
1701,三個
1702,[PAD]
1703,清帝國
1704,諸葛亮
1705,江河級驅逐艦
1706,2015年
1707,21473平方公里
1708,傳教士
1709,潮水
1710,世界氣象組織
1711,絲綢
1712,海河流域
1713,蒙哥
1714,700家
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝
1718,澳大利亞
1719,大汗的汗庭
1720,5月20日
1721,24小時
1722,1962年
1723,青島海軍基地
1724,姑臧
1725,西日本對於有設置[UNK]系統可以進行連線購票的簡易委託車站
1726,張作霖
1727,波蘭進入戰時狀態
1728,西方遊客
1729,神經節細胞
1730,黎元洪
1731,宋美齡
1732,中華民國台灣
1733,第二次世界大戰
1734,1961年
1735,白光
1736,蔣中正
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合關係
1743,三次
1744,英國
1745,孫志剛事件
1746,《劃一現行各道地方行政官廳組織令
1747,夫餘別種
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,美軍到達歐洲
1757,薩爾
1758,路易十四
1759,合作派
1760,心理疾病
1761,大惡臭
1762,1個
1763,1990年代
1764,阿弗剌昔牙卜
1765,24%
1766,高麗國
1767,後現代主義
1768,1828年
1769,第三名
1770,[PAD]
1771,西安招待所
1772,1349年
1773,湯瑪斯傑佛遜
1774,新春期間
1775,郵值標籤
1776,席哈克略皇帝
1777,1990年10月3日
1778,古羅馬
1779,農耕節
1780,俄國革命
1781,為了制衡德軍
1782,王猛
1783,西洋棋殘局
1784,敵我矛盾
1785,獨立性
1786,西塞羅句法
1787,0.01%
1788,湖熟
1789,英國
1790,木星
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,後現代
1796,法家
1797,五個省
1798,通古斯地區過於偏遠
1799,安大略湖
1800,羊肉
1801,朝鮮王朝
1802,劉駿
1803,將部分河水導入恆河運河
1804,雙重匯率制度
1805,美國
1806,吉米·史都華
1807,意識形態
1808,十六歲
1809,法國
1810,1928年
1811,5個
1812,[UNK]
1813,曼哈頓
1814,清咸豐年間
1815,瓦倫提尼安一世
1816,吳兆南
1817,繩文人
1818,甲醇
1819,太祖王
1820,牛隻列印問題
1821,英國
1822,隱遁鄉里
1823,中華人民共和國
1824,1590年
1825,1941年
1826,細胞核
1827,將閥門的操作自動化
1828,俄國發生十月革命
1829,俄羅斯聯邦
1830,毛澤東曾經要求壓縮一些過高指標
1831,幅員遼闊，選舉人數超過三百萬
1832,1943年
1833,多倫多市
1834,人群
1835,膨脹
1836,瑪麗·雪萊
1837,純的硫是黃色的晶體
1838,資產負債表
1839,德川家康
1840,日本
1841,14000倍
1842,臺北市仍在
1843,韓
1844,1789年
1845,下薩克森邦邦政府
1846,泰勒斯
1847,32.8%
1848,繼續進行
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,紅樓夢》
1855,一百多年
1856,1970年
1857,雲南
1858,明朝
1859,電子郵票
1860,儒字
1861,突厥
1862,尚比亞
1863,俄國
1864,成熟階段
1865,閉門思過
1866,吠陀梵語
1867,1950年代
1868,古埃及人
1869,湯·韋迪加
1870,托木斯克州
1871,蘇丹
1872,民用航太
1873,510萬
1874,伊斯蘭婚姻
1875,伊莉莎白
1876,義大利
1877,2000年
1878,1932年
1879,愛情劇
1880,獨立人士
1881,阿布巴卡爾
1882,台北曲藝團
1883,《古魯·格蘭特·薩希卜》
1884,1865年
1885,翟中和
1886,1924年
1887,德國財政局
1888,200萬立方公尺
1889,楊宇霆
1890,法國
1891,詹姆斯·史都華
1892,周恩來
1893,劉國軒
1894,光化學煙霧
1895,藍營
1896,國務會議
1897,洛厄爾天文台
1898,輪椅網球比賽
1899,三名
1900,中日甲午戰爭
1901,金門
1902,1904.4公里
1903,《資治通鑑》
1904,2006年
1905,實業部
1906,1981年
1907,多倫多是加拿大的金融中心
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1960年代
1911,1815年
1912,甘迺迪
1913,胡季[UNK]
1914,有絲分裂
1915,議會制
1916,2005年
1917,東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,英語詞典》
1921,魔獸英雄
1922,克倫威爾路
1923,電影
1924,德國
1925,火山釋放的硫造成的
1926,[PAD]
1927,水門事件
1928,中山
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,中國政府因開放市場的需要
1934,阿伊努人
1935,1919年
1936,3.8%
1937,風力
1938,艾森豪
1939,3400萬
1940,擊球方法
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,二氧化硫可以在肺中與水結合成亞硫酸
1946,理學
1947,1998年
1948,民國時期
1949,毛澤東
1950,1950年
1951,高輻射的環境
1952,維基百科
1953,大氣
1954,1939年
1955,清朝末年
1956,城堡
1957,哲學原理研究
1958,1997年
1959,全市常住人口
1960,北大西洋
1961,1455年
1962,鄧穎超
1963,維特魯威
1964,傳統音樂
1965,為了提防燕王謀反
1966,1904年4月1日
1967,保加利亞
1968,恢復市場的功能
1969,北非的希波大會
1970,中華民國政府
1971,1834年
1972,淋巴液
1973,斷罰出征
1974,1901年
1975,十八歲
1976,近年
1977,農歷新年
1978,阿布海兒汗時代
1979,緊急能量補充
1980,1312年
1981,1970年
1982,30℃
1983,俄國
1984,埃拉伽巴路斯
1985,兩個
1986,抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,周恩來
1991,中國
1992,國際非政府組織
1993,2014年12月
1994,中部科學園區
1995,台北市立體育場
1996,曹議金
1997,1943年
1998,1893年
1999,收容遣送制度
2000,中國國民黨
2001,《一種美味
2002,狄拉克
2003,金黃飽滿
2004,[PAD]
2005,水軍
2006,中國青年黨
2007,矽燃燒過程
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,1980年
2011,著陸
2012,願意與美國或其他國家和組織在人權方面進行溝通
2013,民主黨
2014,幾何學
2015,1954年
2016,《風之國度》
2017,蠻族事務局
2018,噶爾丹入侵喀爾喀時喀爾喀人
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,猶太人
2023,光度
2024,克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,喬治亞
2029,1835年
2030,六四天安門事件
2031,類比訊號
2032,通俗的
2033,30轉
2034,哭泣
2035,1958年
2036,1987年
2037,洪堡
2038,1847年
2039,唐睿宗
2040,1968年
2041,不動產
2042,其英文縮寫首字母為「[UNK]·ㄎㄟ·ㄨㄞ
2043,林肯
2044,風景怡人
2045,元末民變
2046,農業發展
2047,教育副官
2048,1599年
2049,3個
2050,香港國際機場
2051,社會主義
2052,馮國璋
2053,普魯士
2054,高句麗
2055,俄國
2056,溧陽
2057,學會部
2058,林肯
2059,科什圖尼察
2060,1600個
2061,確立婦女投票權
2062,500毫升
2063,古代
2064,民國十四年
2065,蒙古人
2066,正德十一年
2067,纖維心包
2068,愛爾蘭共和國
2069,[UNK]國際
2070,陳雲
2071,隔年蒙哥汗在合州的釣魚城之戰戰死
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,儘早訪問中國
2076,2次
2077,1924年
2078,日本
2079,稻米
2080,宮田製銃
2081,經濟問題
2082,1米93
2083,彌次郎
2084,外籍家庭傭工
2085,坡度較高，通常貨運列車
2086,《1875年公共健康法》
2087,傑米尼安諾·蒙塔納利
2088,男子
2089,亞里斯多德
2090,教法
2091,美國
2092,菲利浦五世
2093,阿爾卑斯山
2094,炮兵科教官
2095,1984年
2096,何鳳山
2097,一億光年
2098,1995年
2099,紅矮星
2100,日語
2101,阿爾法級別
2102,二戰後
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,英國
2108,[PAD]
2109,增強孩子免疫
2110,民國18年
2111,年降雨量
2112,1916年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,杜拜
2117,婆羅摩笈多
2118,貝聿銘
2119,世界的中心
2120,第53
2121,工業革命
2122,艾方濟
2123,一次世界大戰時期
2124,大量安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,詹姆士·波爾克·詹森
2128,[UNK]-16
2129,日本
2130,麥健時報告書
2131,江蘇淮安
2132,朱齡石
2133,中共中央副主席
2134,毒氣
2135,細胞膜
2136,普洱專區
2137,被僱人
2138,英國倫敦溫布頓
2139,國君身邊的齊泰和黃子澄為奸臣
2140,1529年
2141,佐世保重工業
2142,申城
2143,德川家
2144,河川是水文循環
2145,岩石圈
2146,日治時期
2147,聯邦儲備系統
2148,1925年
2149,由新界鄉村的代表
2150,德國
2151,亞熱帶
2152,1975年
2153,中國
2154,反共思想
2155,官方語言韓國
2156,俄羅斯車里雅賓斯克
2157,王藍
2158,南成旭
2159,東晉元帝
2160,最低層
2161,漢文
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,產業工會聯合會
2167,京杭大運河
2168,薩繆爾
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,秋天
2173,將兩國國界以黑龍江為基本界限
2174,永興
2175,雲南省
2176,德國
2177,土地改革
2178,王陽邁一世
2179,艾瑪·史東
2180,一大批來自原第三帝國東部的難民想要在這個地緣遼闊的邦找到棲身之地
2181,歸因於聯邦在內戰中取勝
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,國家地質總局
2188,2007年
2189,國家歷史文化名城
2190,維基媒體基金會
2191,一省
2192,六條河
2193,高昂的嫁妝
2194,初中
2195,最佳演唱團體獎
2196,准妾室
2197,防火能力
2198,精神醫學
2199,機炮
2200,寧古塔副都統
2201,德國柏林影展
2202,接合來在細胞
2203,第三心音
2204,李白
2205,世襲制度
2206,韓國海關
2207,奧地利
2208,2009年
2209,牛胃氣膨脹
2210,三源
2211,吠陀梵語
2212,學者一般認為這是受道家老子思想的用詞影響，以格義方式漢譯而成
2213,女性模特兒
2214,印第安納大學俱樂部
2215,雷達
2216,1950年代
2217,福爾摩沙高速公路
2218,電子工業
2219,東芝
2220,新北市
2221,川本芳昭
2222,伊斯蘭教
2223,一年
2224,鑄造貨幣
2225,第三次創業
2226,2002年
2227,620年
2228,民國2年
2229,第一公民
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,克勞狄二世
2234,1958年
2235,1904年
2236,數學科幻
2237,心室底壁組織
2238,東南亞
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,超音速
2242,[UNK]-51戰鬥機
2243,日本
2244,1939年
2245,模擬別人的言行
2246,1900年
2247,李察·賓特利
2248,印尼官方
2249,康熙四十八年
2250,荊州
2251,摩利爾法學院
2252,22個
2253,克里米亞戰爭
2254,國防部空軍司令部
2255,北京
2256,1945年
2257,倭寇
2258,閉關鎖國
2259,1972年
2260,2013年
2261,史達林
2262,大連
2263,1918年
2264,年輕恆星
2265,非金屬類材料
2266,阿拉貢王國
2267,聯合國人權委員會
2268,庫里爾台大會
2269,氫
2270,頭
2271,賓夕法尼亞州大學
2272,二氧化碳
2273,穀類作物
2274,勒布夫
2275,[UNK]染色體
2276,後代
2277,熱帶雨林氣候
2278,劉宋
2279,劉備
2280,第三心音
2281,咸康七年
2282,非金屬材料
2283,道格拉斯
2284,玉米
2285,東羅馬帝國
2286,五個
2287,25年
2288,松花江
2289,墨西哥
2290,[PAD]
2291,太陽能電池板共計64平方公尺
2292,2008年
2293,南北韓高級別會談機制
2294,紅水河
2295,蒙古人種
2296,斯芬·佩斯
2297,2001年
2298,大道東
2299,27千兆瓦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,總督」，正式官銜為「兵部右侍郎兼都察院右都御史，總督某地等處地方，提督軍務糧餉」，尊稱為「督憲
2303,2008年
2304,29.48萬人
2305,1982年
2306,鞏高峰
2307,三蘭港
2308,12個
2309,西伯利亞
2310,櫻花大道
2311,焦爾達諾·布魯諾
2312,職業網球協會
2313,僑州郡縣
2314,修飾手法
2315,官僚主義者階級
2316,刺史
2317,血流只有一股
2318,1180年
2319,三歲
2320,失眠
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,西班牙
2326,布爾人
2327,產婦之前有無生產
2328,校園一卡通
2329,第18
2330,海澄公
2331,氣體
2332,灣仔
2333,唐生智
2334,金銀珠寶
2335,1919年
2336,1939年
2337,郵政機關發行
2338,噪聲
2339,西塞羅
2340,漾水河
2341,蘇維埃社會主義共和國聯盟
2342,音樂
2343,《四十二章經》
2344,薩沃亞家族
2345,工業發展
2346,海因利希・弗格勒
2347,第五套
2348,景洪市
2349,憲法
2350,爭取陽光
2351,失落的故事集
2352,1918年
2353,1950米
2354,原始宗教
2355,第1區
2356,冶金學
2357,杭州
2358,機鼻進氣口設計，為了將空間
2359,1999年
2360,馮特
2361,彰化市民代表會
2362,法國大革命時期
2363,明朝
2364,2013年
2365,朱德
2366,陳元帥
2367,漢武帝時期
2368,1958年
2369,東經116度27分為日俄界線
2370,西排立
2371,賓語
2372,主序帶
2373,電磁波理論模型
2374,郵政業務正式運行辦理所
2375,1927年
2376,2014年
2377,不復存在
2378,2007年
2379,法國
2380,先發制人入侵薩克森和波西米亞
2381,國家銀行
2382,為了鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億日元
2387,印度教經文
2388,1218年
2389,918年
2390,北非作戰階段
2391,人民當家作主、依法治國
2392,1987年
2393,工程化核酸酶
2394,金軍
2395,28年前
2396,球的使用
2397,球皺褶
2398,梁[UNK]
2399,40年
2400,2901.3平方公里
2401,新北市
2402,忽必烈
2403,高等學校新生入學考試制度
2404,靠近中國大陸的大陸型氣候
2405,學習偉大領袖毛澤東
2406,19世紀
2407,檀君古朝鮮
2408,乾隆帝
2409,朝鮮勞動黨中央委員會委員
2410,清宣宗時代
2411,蒙漢兩元政治
2412,黑色貝雷帽
2413,三國史記
2414,四次
2415,林彪
2416,城市的出現
2417,1972年
2418,摩門教
2419,分裂
2420,社會輿論
2421,1603年
2422,一分
2423,火山國家公園
2424,2003年
2425,射擊斷續器
2426,新石器時代
2427,孔齊言
2428,海因里希·赫茲
2429,1973年
2430,世界氣象組織
2431,通貨膨脹
2432,1820年代
2433,布政司署
2434,35%，跟一般使用燃料的發電廠的渦輪機相比，每年可發電量最多可到[UNK]
2435,天主教
2436,食品業
2437,1958年
2438,2010年
2439,柏樹林
2440,7920公里/小時
2441,仙台市
2442,史和平
2443,蓋銷
2444,哈爾濱
2445,1967年
2446,義和團事變
2447,混合苦膽的酒
2448,建文二年
2449,起草法案
2450,2008年
2451,邊防具體業務工作
2452,彼得二世
2453,19世紀晚期
2454,貴金屬
2455,合不勒汗
2456,高句麗
2457,窩闊台汗國
2458,14年
2459,49.3萬
2460,巴納德
2461,量子光學
2462,糧食
2463,哈德遜河
2464,正保御國繪圖
2465,民國3年
2466,投保人
2467,主序帶的階段
2468,約翰·坎貝爾
2469,港島區
2470,1221年
2471,阿得雷德的去世
2472,《中華人民共和國憲法》
2473,二十歲
2474,雙打比賽
2475,中村法道
2476,高要
2477,德壽
2478,391年
2479,英國精神醫學期刊
2480,1849年11月1日
2481,1260年
2482,13小時
2483,氦
2484,新校地
2485,忽必烈
2486,巴西爾二世
2487,黑死病
2488,1948年
2489,卡胡盧伊
2490,硫化氫
2491,氮化硫
2492,三屆
2493,1972年
2494,都市計劃
2495,核心表
2496,日本
2497,情感
2498,6位
2499,司馬休之
2500,煤煙消除會
2501,公民化
2502,宏碁
2503,國民政府時期
2504,海因里希·赫茲
2505,傻瓜塔
2506,宋忠
2507,中山
2508,匹茲堡
2509,白塞爾
2510,市區改正計劃
2511,戒嚴令
2512,中國內河
2513,1989年
2514,花垣鎮
2515,東部
2516,模特
2517,7%
2518,韓國
2519,梅艷芳是女低音
2520,與鄧穎超新婚之夜
2521,泰國
2522,農民階層
2523,孔恩著
2524,索契
2525,比利時
2526,重慶理工大學
2527,臺灣獨立
2528,足利尊氏
2529,托木斯克
2530,蘇丹達爾富爾地區
2531,1905年
2532,臺灣自救運動宣言》
2533,道路
2534,十億年
2535,1486年
2536,英國
2537,1950年
2538,1500公里
2539,南極條約協商會議
2540,布里亞特人
2541,建炎二年
2542,民國8年
2543,1849年
2544,前279年
2545,中國大陸
2546,西元前1534年
2547,庫納巴拉班
2548,1906年
2549,釋迦牟尼
2550,1953年
2551,1640年
2552,交通不便
2553,威尼斯人
2554,東涌線
2555,梅艷芳是女低音，類似徐小鳳
2556,1849年
2557,1999年
2558,2005年7月21日
2559,宋代
2560,國家預防腐敗局
2561,風能是與風速的三次方成所正比，所以風機高度愈高，發電量愈多
2562,大學生研究計劃
2563,爽文市
2564,2015年
2565,王亞南
2566,茂蘿街
2567,八零年代
2568,1234年
2569,日本
2570,瑞派克路
2571,儀式
2572,第二代
2573,黨委
2574,康熙三十二年
2575,工業
2576,中央印製廠
2577,1952年
2578,當局非常不滿
2579,驅逐艦
2580,[PAD]
2581,玄松月
2582,蘇聯
2583,2500年
2584,1859年
2585,在各個市政領域推動都市轉型計畫
2586,輻射
2587,紹興十一年
2588,烈女義坑
2589,調節氣溫
2590,日本青年社
2591,廣東籍
2592,羅馬帝國
2593,自由派
2594,1990年代
2595,秋明州
2596,倫敦煙霧事件
2597,加州
2598,自由
2599,韓國
2600,不穩定性
2601,常於9－10月回到黑龍江、烏蘇里江等河中產卵
2602,亨利克萊
2603,歐美國家
2604,昭陽湖
2605,赫爾伯特·查普曼
2606,噪音過大
2607,廿八歲
2608,濟南
2609,1961年
2610,二戰
2611,榮休教宗
2612,美日領事機構
2613,2比1
2614,參議院
2615,1861年
2616,1991年
2617,臺灣
2618,1953年12月
2619,白[UNK]紀滅絕事件
2620,2003年3月4日
2621,曼莫漢·辛格
2622,刺激性
2623,七七事變
2624,激進黨
2625,1895年
2626,[PAD]
2627,萊茵魯爾
2628,漢拿山
2629,拒絕投降
2630,慈禧皇太后
2631,1600分
2632,馬爾吉特
2633,失分
2634,第一次鴉片戰爭
2635,特殊黨員
2636,中國
2637,蔡素玉
2638,英國
2639,工藝
2640,鄧小平建設有中國特色社會主義理論
2641,2008年
2642,4個
2643,溫州
2644,下薩克森邦
2645,《宅地法》
2646,中途公園
2647,駐越美軍
2648,燈罩
2649,高房價
2650,1848年
2651,2016年9月30日
2652,定性分析幸福
2653,解放軍
2654,1946年
2655,伊斯蘭教
2656,東勝寺一役
2657,6月底至7月底有「梅雨」。6-8
2658,伊斯蘭教
2659,暴雪娛樂公司
2660,第二次世界大戰
2661,[PAD]
2662,理論心理學
2663,西方墨點法
2664,136.03萬人
2665,唐朝
2666,戰鬥機
2667,克列孟梭
2668,240℃下
2669,中國人民解放軍總參謀部警備部
2670,溥佳
2671,中部科學園區
2672,1803年
2673,特瓦族
2674,雕塑
2675,麻州
2676,杜林
2677,庫侖阻力
2678,沒有完整校舍
2679,一邊一國
2680,耶穌會
2681,西塞羅
2682,英軍司令部
2683,土地改革政策
2684,土耳其
2685,2013年
2686,忠孝橋
2687,摩根
2688,1960年
2689,高崗
2690,1930年
2691,進行海水淡化
2692,文憑
2693,台灣小百岳
2694,爭議性
2695,1779年
2696,印尼
2697,人本主義
2698,首爾塔洞公園
2699,建議聯合國大會接受蒙古國加入聯合國
2700,英國
2701,電視
2702,3%
2703,2013年
2704,普法戰爭
2705,什錦麵
2706,供給創造需求
2707,中東
2708,民國三十八年
2709,鄧演達
2710,阿爾比派
2711,鮭魚
2712,美軍
2713,甘蔗
2714,早已不滿北條氏專制政權
2715,第一個用戶嘗試儲存網頁
2716,約翰·福特
2717,昆明公交公司
2718,2010年
2719,巴洛克風格
2720,憲模式
2721,2008年
2722,納粹黨
2723,清政府
2724,拿破崙
2725,大陸
2726,漢魏故城
2727,1920年代
2728,南京國民政府青天白日滿地紅旗
2729,威廉一世
2730,人造衛星
2731,166號
2732,1702年
2733,這個手段對於渦輪葉片的耗損提高許多
2734,東南亞
2735,同盟國
2736,1944年
2737,標準中文
2738,西英格蘭大學
2739,河運
2740,伏爾加河
2741,國際動物命名委員會
2742,黃金自由貿易
2743,施耐庵
2744,集中式太陽能發電站
2745,大韓帝國
2746,郵票
2747,第265任
2748,運動一號
2749,死亡
2750,60人
2751,阿拉瓦克印第安人
2752,灣仔填海計劃第二期
2753,[UNK]鐵路公司
2754,第一代
2755,12個
2756,腸粉
2757,伽利略
2758,1875年
2759,裏海
2760,2006年
2761,1860年
2762,1597年
2763,1829年
2764,杜林
2765,2008年
2766,毛利家
2767,侏[UNK]紀
2768,尹伊桑
2769,拿破崙
2770,342年
2771,[PAD]
2772,中華人民共和國
2773,貝聿銘
2774,阿拉巴馬州
2775,2015年
2776,《羅馬十二帝王傳》
2777,呂蒙
2778,傑斐遜·戴維斯
2779,1867年
2780,70%
2781,狩獵採集社會
2782,第三世界國家
2783,國民黨
2784,入學考試
2785,擔心引起教會勢力的強烈反彈
2786,利奧三世
2787,鄂圖曼帝國
2788,1986年
2789,明代
2790,1951年4月13日
2791,基督教
2792,心血管疾病
2793,石油天然氣研發中心
2794,元朝
2795,硫酸
2796,義大利戰爭
2797,超級基金法
2798,中華人民共和國
2799,納粹德國
2800,募兵制
2801,1933年
2802,2001年
2803,丙子胡亂
2804,1997年
2805,天主教會
2806,《有關國軍參與海外派遣活動的法律案
2807,大滿貫
2808,華沙
2809,伯力
2810,外交政策
2811,三種不同的輔音長度
2812,8世紀
2813,約翰二世·科穆寧皇帝
2814,凡爾賽宮
2815,北海道帝國大學
2816,2008年
2817,信陽
2818,地區邊界
2819,電腦
2820,動物命名法
2821,2013年
2822,1789年
2823,拔都
2824,國際生物科學聯合會
2825,屬下被朝廷處死
2826,金靴獎
2827,齊格蒙特三世
2828,天文學
2829,文人政府
2830,萊茵河
2831,氧化亞氮氣體
2832,新約正典
2833,周宣王
2834,攻占納哈出的金山
2835,期貨交易所
2836,內燃機引擎
2837,銀熊獎
2838,1968年
2839,靜止心率
2840,《舊金山和約
2841,6座
2842,1989年
2843,武昌起義
2844,直接管理寺院周圍13莊政教事務
2845,殺傷力大
2846,第一波新政
2847,球面幾何學
2848,1976年
2849,飛
2850,第2758號決議案
2851,1980年
2852,楊森
2853,1859年
2854,為了更好的與羅馬帝國進行貿易活動
2855,學權部
2856,阮彌之
2857,粵西
2858,羅斯托克港
2859,杜林
2860,约瑟夫·斯卡利格
2861,湖州人
2862,維多利亞港
2863,郵箱業務
2864,20%
2865,分發式政策
2866,希伯來文
2867,12歲
2868,比利時人
2869,1000米
2870,馬關條約
2871,羅斯福
2872,大陸性季風氣侯
2873,214微克
2874,3席
2875,過渡時期憲法
2876,益州
2877,段思平
2878,1953年
2879,口徑大
2880,海口市
2881,社會學
2882,雌雄同體
2883,物種形成的看法。接著達爾文在1859年發表了《物種原始》
2884,攔截機
2885,寮國
2886,2000年
2887,15年
2888,魚雷艇
2889,1970年代
2890,第26屆
2891,武漢大學
2892,第三心音
2893,1989年
2894,史達林
2895,新北市的主要行政區過去皆為全面依賴臺北市的衛星城市
2896,英國
2897,廣鐵集團
2898,航宇
2899,社交活動
2900,孫傳芳
2901,元滅宋之戰
2902,亞歷山大·羅德
2903,霍諾留
2904,9月
2905,《農書
2906,蘇聯
2907,中世紀中期
2908,美國登山車協會
2909,突厥語
2910,台南
2911,法律
2912,臺灣人
2913,1987年
2914,神學研究階段
2915,1849年
2916,直布羅陀海峽
2917,只是把普選局限於男性
2918,在一固定期間內，一家機構的現金增減變動情形
2919,1923年
2920,鏡廳
2921,安帝
2922,中華民國初年
2923,托列斯海峽
2924,自由民主黨
2925,印度洋
2926,兩年
2927,大致平坦的地貌
2928,磷礦石
2929,美國
2930,南斯拉夫社會主義聯邦共和國
2931,1512年
2932,消亡階段
2933,肌萎縮性脊髓側索硬化症
2934,主要作為軍事防衛
2935,哈德良
2936,《關於托勒密和哥白尼兩大世界體系的對話》
2937,傳送其基因組
2938,正大力宣傳
2939,種族
2940,南成旭
2941,盧安達
2942,戴爾廣場足球俱樂部
2943,厄爾布魯士峰
2944,南京國民政府
2945,明朝
2946,武器設計製造人才
2947,1956年
2948,沒有
2949,50個
2950,科學博物館
2951,冬無嚴寒
2952,1874年
2953,維吾爾語
2954,金泳三
2955,前往洛杉磯美國陸軍航空隊的徵兵站
2956,新生代
2957,勒克瑙協定
2958,國防報告書
2959,忽必烈
2960,電動機
2961,五大宗教外其他宗教業務
2962,聯合國
2963,一個龐大的內需市場
2964,比較有代表性
2965,翻版金日成
2966,啟德機場
2967,瑞士
2968,日本
2969,英語
2970,狄拉克
2971,汽運
2972,敦煌石窟
